City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
212,Sosva,RU,59.1766,61.8558,76.55,44,18,3.04,few clouds
213,Vila,PT,42.0304,-8.1588,50.7,94,82,4.54,broken clouds
214,Okato,NZ,-39.2,173.8833,49.91,100,76,13.4,broken clouds
215,Norman Wells,CA,65.282,-126.8329,62.92,57,80,5.41,broken clouds
216,Lukovetskiy,RU,64.2956,41.9211,56.57,68,96,5.73,overcast clouds
217,Manokwari,ID,-0.8667,134.0833,82.98,68,28,5.06,scattered clouds
218,Tasiilaq,GL,65.6145,-37.6368,41.16,86,100,8.86,overcast clouds
219,Lucea,JM,18.451,-78.1736,77.86,82,100,11.1,overcast clouds
220,Esperance,AU,-33.8667,121.9,57.04,72,87,26.42,light rain
221,Poum,NC,-20.2333,164.0167,75.11,79,13,20.8,few clouds
222,Nanortalik,GL,60.1432,-45.2371,42.66,97,100,9.86,overcast clouds
223,Jumla,NP,29.2747,82.1838,70.18,53,99,7.54,overcast clouds
224,Jalu,LY,29.0331,21.5482,81.46,39,0,2.55,clear sky
225,Rawson,AR,-43.3002,-65.1023,42.08,72,98,15.12,overcast clouds
226,Tommot,RU,58.9564,126.2925,76.96,37,52,4.27,broken clouds
227,Wana,PK,32.2989,69.5725,80.92,45,10,11.99,clear sky
228,Marsala,IT,37.7966,12.4352,78.93,67,4,5.82,clear sky
229,Vardo,NO,70.3705,31.1107,42.78,87,100,9.22,overcast clouds
230,Quimper,FR,48.0,-4.1,54.18,94,100,21.85,light rain
231,Nurota,UZ,40.5614,65.6886,93.07,15,75,16.64,light rain
232,Aksha,RU,50.2814,113.2867,80.98,49,100,2.57,overcast clouds
233,Portland,US,45.5234,-122.6762,55.89,89,93,2.01,overcast clouds
234,Mae Ramat,TH,16.984,98.5166,78.8,88,100,3.56,overcast clouds
235,Mountain Home,US,43.133,-115.6912,54.88,54,0,14.97,clear sky
236,Santa Marta De Tormes,ES,40.9506,-5.6272,59.02,72,20,8.05,few clouds
237,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.44,88,96,12.44,overcast clouds
238,Yumen,CN,40.2833,97.2,83.46,22,100,14.85,overcast clouds
239,Ponta Delgada,PT,37.7333,-25.6667,64.51,72,20,28.77,few clouds
240,Mackay,AU,-21.15,149.2,67.91,78,29,13.73,scattered clouds
241,Luanda,AO,-8.8368,13.2343,68.14,80,100,7.38,overcast clouds
242,Mahon,ES,39.8885,4.2658,77.56,83,0,10.36,clear sky
243,Sur,OM,22.5667,59.5289,96.78,48,0,1.36,clear sky
244,Salym,RU,60.0625,71.4789,78.8,40,100,3.6,overcast clouds
245,Marsh Harbour,BS,26.5412,-77.0636,80.82,75,88,9.19,overcast clouds
246,San Quintin,MX,30.4833,-115.95,60.82,85,0,13.53,clear sky
247,Pevek,RU,69.7008,170.3133,38.98,75,100,5.86,overcast clouds
248,Ust-Kan,RU,50.9276,84.761,64.06,60,100,10.25,overcast clouds
249,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,90,75,11.5,broken clouds
250,Alamosa,US,37.4695,-105.87,55.38,88,100,9.22,overcast clouds
251,Meppel,NL,52.6958,6.1944,58.21,83,100,5.99,overcast clouds
252,Thiruvananthapuram,IN,8.4833,76.9167,85.98,70,20,6.91,few clouds
253,Amarante Do Maranhao,BR,-5.5667,-46.7422,69.67,78,32,1.19,scattered clouds
254,Oksfjord,NO,70.2396,22.3479,51.98,76,100,2.44,overcast clouds
255,Tortoli,IT,39.9256,9.6572,81.19,37,12,5.68,few clouds
256,Svay Rieng,KH,11.0879,105.7993,91.54,55,100,6.98,overcast clouds
257,Deder,ET,9.3167,41.45,67.06,53,44,4.56,scattered clouds
258,Saldanha,ZA,-33.0117,17.9442,53.92,73,12,4.81,few clouds
259,Sitka,US,57.0531,-135.33,53.49,76,100,4.61,overcast clouds
260,Mount Isa,AU,-20.7333,139.5,80.37,24,9,6.91,clear sky
261,Kachiry,KZ,53.0675,76.1036,79.75,40,58,8.34,broken clouds
262,Miyako,JP,39.6367,141.9525,73.04,77,80,2.21,broken clouds
263,Mehamn,NO,71.0357,27.8492,44.55,81,100,4.61,overcast clouds
264,Dubuque,US,42.4833,-90.8668,61.39,44,0,8.05,clear sky
265,Raudeberg,NO,61.9875,5.1352,54.95,73,100,6.98,overcast clouds
266,Rio Gallegos,AR,-51.6226,-69.2181,24.85,80,0,16.11,clear sky
267,Quchan,IR,37.106,58.5095,75.61,43,1,9.06,clear sky
268,Katsuura,JP,35.1333,140.3,73.38,88,100,16.37,overcast clouds
269,Zhangye,CN,38.9342,100.4517,79.36,31,87,4.36,overcast clouds
270,Sunrise Manor,US,36.2111,-115.0731,77.09,16,0,20.71,clear sky
271,Anloga,GH,5.7947,0.8973,77.34,83,100,3.91,light rain
272,Clyde River,CA,70.4692,-68.5914,30.02,75,7,5.32,clear sky
273,Atar,MR,20.5169,-13.0499,81.72,65,90,6.87,overcast clouds
274,Rorvik,NO,64.8621,11.2373,50.68,86,91,6.31,overcast clouds
275,Hasaki,JP,35.7333,140.8333,90.28,83,100,17.38,overcast clouds
276,Beysehir,TR,37.6773,31.7246,68.94,60,3,2.39,clear sky
277,Samarai,PG,-10.6167,150.6667,81.23,80,31,9.69,scattered clouds
278,Hambantota,LK,6.1241,81.1185,88.14,74,20,11.5,few clouds
279,Tromso,NO,69.6496,18.957,54.37,82,75,3.44,broken clouds
280,Cockburn Town,TC,21.4612,-71.1419,81.41,80,100,15.82,overcast clouds
281,Nabire,ID,-3.3667,135.4833,82.17,78,73,3.09,broken clouds
282,Marawi,PH,7.9986,124.2928,75.15,90,100,4.0,light rain
283,Namibe,AO,-15.1961,12.1522,61.77,82,97,9.86,overcast clouds
284,Belle Fourche,US,44.6714,-103.8522,77.34,41,39,5.5,scattered clouds
285,Lodwar,KE,3.1191,35.5973,79.56,54,100,9.31,overcast clouds
286,Loreto,MX,22.2667,-101.9667,60.21,77,62,9.4,broken clouds
287,Zhigalovo,RU,54.8097,105.1578,69.01,55,100,6.17,overcast clouds
288,Soyo,AO,-6.1349,12.3689,71.92,77,63,4.07,broken clouds
289,Mwaya,TZ,-9.55,33.95,72.12,63,55,3.13,broken clouds
290,Bati,ET,11.1833,40.0167,79.02,35,100,5.17,overcast clouds
291,Kloulklubed,PW,7.0419,134.2556,82.9,67,56,1.57,broken clouds
292,Rehti,IN,22.7333,77.4333,91.8,48,98,5.46,overcast clouds
293,Port Augusta,AU,-32.5,137.7667,59.85,52,41,19.08,scattered clouds
294,Bansang,GM,13.4333,-14.65,76.89,84,99,6.13,overcast clouds
295,Sarwar,IN,26.0667,75.0,97.77,35,6,13.4,clear sky
296,Bathsheba,BB,13.2167,-59.5167,79.05,76,8,18.41,clear sky
297,Narsaq,GL,60.9167,-46.05,44.82,98,100,3.96,light rain
298,Nantucket,US,41.2835,-70.0995,55.45,88,100,13.73,overcast clouds
299,Houma,US,29.5958,-90.7195,84.2,84,0,3.44,clear sky
300,Pitimbu,BR,-7.4706,-34.8086,72.19,82,17,6.78,few clouds
301,Mogadishu,SO,2.0371,45.3438,81.48,66,48,18.21,scattered clouds
302,Svetlogorsk,BY,52.6333,29.7333,70.18,66,90,13.13,overcast clouds
303,Fortuna,US,40.5982,-124.1573,56.66,89,75,3.0,broken clouds
304,Te Anau,NZ,-45.4167,167.7167,41.27,94,97,4.36,overcast clouds
305,Doha,QA,25.2867,51.5333,106.11,12,0,6.91,clear sky
306,Tazovskiy,RU,67.4667,78.7,66.92,42,100,12.26,overcast clouds
307,Tual,ID,-5.6667,132.75,81.9,77,52,15.84,light rain
308,Atasu,KZ,48.6814,71.6433,89.2,18,56,7.18,broken clouds
309,Oshawa,CA,43.9001,-78.8496,54.91,54,0,3.0,clear sky
310,Sabha,LY,27.0377,14.4283,84.45,17,0,12.93,clear sky
311,San Patricio,US,28.017,-97.5169,84.88,87,5,6.29,clear sky
312,Muros,ES,42.7762,-9.0603,62.1,88,100,8.14,overcast clouds
313,Vidim,RU,56.4088,103.1106,68.59,58,84,6.64,broken clouds
314,Khalkhal,IR,37.6189,48.5258,71.6,48,2,4.27,clear sky
315,Kushiro,JP,42.975,144.3747,61.81,91,63,8.25,broken clouds
316,Saint-Philippe,RE,-21.3585,55.7679,74.79,68,2,10.58,clear sky
317,Port Lincoln,AU,-34.7333,135.8667,63.57,56,55,19.8,broken clouds
318,Upernavik,GL,72.7868,-56.1549,33.39,89,94,14.58,overcast clouds
319,Sioux Lookout,CA,50.1001,-91.917,53.1,64,20,10.74,few clouds
320,Ballina,AU,-28.8667,153.5667,61.02,87,100,12.21,overcast clouds
321,Aklavik,CA,68.2191,-135.0107,45.23,76,91,15.37,overcast clouds
322,Bangkalan,ID,-7.0455,112.7351,87.75,70,62,5.37,broken clouds
323,Seoul,KR,37.5683,126.9778,78.19,57,55,9.57,broken clouds
324,Honningsvag,NO,70.9821,25.9704,46.15,71,100,12.66,overcast clouds
325,Cabo San Lucas,MX,22.8909,-109.9124,81.52,75,12,7.29,few clouds
326,Palana,RU,59.1167,159.9667,42.75,89,100,11.48,overcast clouds
327,Manyana,BW,-23.4,21.7167,59.85,26,0,10.87,clear sky
328,Iskateley,RU,67.6803,53.1512,61.7,58,64,14.25,broken clouds
329,Tateyama,JP,34.9833,139.8667,72.81,89,100,18.88,moderate rain
330,Riyadh,SA,24.6877,46.7219,105.94,6,0,6.87,clear sky
331,Kyren,RU,51.6828,102.1408,73.96,49,34,4.99,scattered clouds
332,Buraydah,SA,26.326,43.975,104.9,8,0,9.55,clear sky
333,Talbahat,IN,25.05,78.4333,92.17,47,34,12.37,scattered clouds
334,Zhigansk,RU,66.7697,123.3711,61.74,40,100,12.41,overcast clouds
335,Inzer,RU,54.2167,57.5556,71.47,48,88,7.34,overcast clouds
336,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.87,83,100,17.58,overcast clouds
337,Igarka,RU,67.4667,86.5833,66.42,28,90,10.27,overcast clouds
338,Calabozo,VE,8.9242,-67.4293,72.28,93,98,3.51,overcast clouds
339,Fort Nelson,CA,58.8053,-122.7002,50.22,91,28,1.95,scattered clouds
340,Fort-Shevchenko,KZ,44.5086,50.263,78.42,51,0,10.58,clear sky
341,Kavieng,PG,-2.5744,150.7967,82.45,75,32,7.25,scattered clouds
342,Antofagasta,CL,-23.65,-70.4,56.48,81,0,1.07,clear sky
343,Laguna,US,38.421,-121.4238,64.45,64,0,8.05,clear sky
344,Mendeleyevsk,RU,55.9082,52.2905,69.93,61,12,10.31,few clouds
345,Bilimbay,RU,56.9689,59.8149,71.8,44,6,6.38,clear sky
346,Rumoi,JP,43.9344,141.6428,68.65,74,84,7.4,broken clouds
347,Balikpapan,ID,-1.2675,116.8289,85.19,84,20,4.61,light rain
348,Broome,US,42.2506,-75.833,50.54,72,0,11.5,clear sky
349,Neryungri,RU,56.6709,124.6491,71.1,32,0,5.46,clear sky
