City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Chupa,RU,2022-06-19 01:19:47,66.27,33.0549,41.76,89,100,3.74
296,Umm Lajj,SA,2022-06-19 01:19:48,25.0213,37.2685,83.52,65,1,8.75
297,Krasnyy Chikoy,RU,2022-06-19 01:19:48,50.3643,108.7512,59.47,95,100,5.64
298,Kiama,AU,2022-06-19 01:18:10,-34.6833,150.8667,64.99,72,43,11.7
299,Luanda,AO,2022-06-19 01:19:49,-8.8368,13.2343,69.78,77,100,6.53
300,Atambua,ID,2022-06-19 01:19:49,-9.1061,124.8925,80.2,65,15,4.23
301,Ouesso,CG,2022-06-19 01:19:50,1.6136,16.0517,67.64,99,76,2.26
302,Hambantota,LK,2022-06-19 01:19:50,6.1241,81.1185,79.5,82,20,11.3
303,Kruisfontein,ZA,2022-06-19 01:19:51,-34.0033,24.7314,51.89,91,11,7.34
304,Pitimbu,BR,2022-06-19 01:19:51,-7.4706,-34.8086,75.79,81,0,8.7
305,Swellendam,ZA,2022-06-19 01:19:52,-34.0226,20.4417,48.99,83,1,4.32
306,Samarai,PG,2022-06-19 01:19:52,-10.6167,150.6667,82.67,73,42,8.34
307,Pangnirtung,CA,2022-06-19 01:19:52,66.1451,-65.7125,35.96,77,96,2.71
308,Cidreira,BR,2022-06-19 01:19:53,-30.1811,-50.2056,47.44,75,0,9.48
309,Zarichne,UA,2022-06-19 01:19:53,51.8126,26.129,57.78,79,15,7.58
310,Grants Pass,US,2022-06-19 01:18:10,42.439,-123.3284,68.36,49,40,9.22
311,Khani,GE,2022-06-19 01:19:54,41.9563,42.9566,58.57,97,100,1.5
312,Karlstad,SE,2022-06-19 01:19:54,59.3793,13.5036,52.36,50,100,8.05
313,Petropavlovsk-Kamchatskiy,RU,2022-06-19 01:19:55,53.0452,158.6483,68.59,49,40,6.71
314,Kununurra,AU,2022-06-19 01:19:55,-15.7667,128.7333,80.58,26,5,8.05
315,Anchorage,US,2022-06-19 01:19:56,61.2181,-149.9003,64.27,69,100,11.5
316,Porto Novo,BJ,2022-06-19 01:19:56,6.4965,2.6036,73.6,94,100,2.66
317,Beroroha,MG,2022-06-19 01:19:57,-21.6667,45.1667,57.25,82,0,2.57
318,Helong,CN,2022-06-19 01:19:57,42.5397,128.9972,77.63,46,7,7.96
319,Mangrol,IN,2022-06-19 01:19:58,21.1167,70.1167,84.02,77,100,8.55
320,Tarakan,ID,2022-06-19 01:19:58,3.3,117.6333,83.7,79,40,5.75
321,Leh,IN,2022-06-19 01:19:59,34.1667,77.5833,48.18,56,47,6.89
322,Kaeo,NZ,2022-06-19 01:20:59,-35.1,173.7833,65.32,85,99,1.3
323,Svetlogorsk,BY,2022-06-19 01:21:00,52.6333,29.7333,56.71,87,10,7.16
324,Bosaso,SO,2022-06-19 01:21:00,11.2842,49.1816,91.04,37,100,19.73
325,Tarko-Sale,RU,2022-06-19 01:21:01,64.9225,77.785,63.75,49,10,9.06
326,Axim,GH,2022-06-19 01:21:01,4.8699,-2.2405,74.77,87,99,1.45
327,Roseburg,US,2022-06-19 01:21:01,43.2165,-123.3417,66.51,53,100,5.75
328,Santiago Del Estero,AR,2022-06-19 01:21:02,-27.7951,-64.2615,54.32,29,0,11.65
329,Nagato,JP,2022-06-19 01:21:02,34.3833,131.2,77.32,77,15,4.65
330,Nanortalik,GL,2022-06-19 01:21:03,60.1432,-45.2371,47.35,93,100,15.64
331,Leshukonskoye,RU,2022-06-19 01:21:05,64.8989,45.7622,46.18,95,99,5.68
332,Amapa,BR,2022-06-19 01:21:06,1.0,-52.0,71.22,99,92,2.13
333,Saint George,US,2022-06-19 01:20:00,37.1041,-113.5841,91.99,8,0,29.93
334,Natividade,BR,2022-06-19 01:21:06,-21.0422,-41.9733,67.51,79,99,3.11
335,Madera,US,2022-06-19 01:21:05,37.1666,-119.8343,78.57,23,0,1.01
336,Saint-Augustin,CA,2022-06-19 01:21:07,51.226,-58.6502,51.53,99,100,10.78
337,Shahr-E Babak,IR,2022-06-19 01:21:07,30.1165,55.1186,72.91,20,0,4.74
338,Mount Isa,AU,2022-06-19 01:21:08,-20.7333,139.5,74.97,31,54,12.66
339,Verkhoyansk,RU,2022-06-19 01:21:08,67.5447,133.385,77.29,24,39,20.65
340,Minbu,MM,2022-06-19 01:21:09,20.1833,94.8833,82.74,68,100,10.45
341,Jinchang,CN,2022-06-19 01:21:09,38.4953,102.1739,72.77,32,92,17.4
342,Grand Bank,CA,2022-06-19 01:21:10,47.0999,-55.765,56.98,96,100,27.96
343,Anzio,IT,2022-06-19 01:21:10,41.4853,12.6179,73.98,73,7,6.85
344,Leningradskiy,RU,2022-06-19 01:21:11,69.3833,178.4167,44.78,70,42,12.35
345,Coolidge,US,2022-06-19 01:21:12,32.9778,-111.5176,81.88,78,0,13.8
346,Pandan,PH,2022-06-19 01:21:12,14.0453,124.1694,86.07,67,14,6.02
347,Puerto Colombia,CO,2022-06-19 01:21:12,10.9878,-74.9547,78.89,77,55,6.64
348,Antalaha,MG,2022-06-19 01:21:13,-14.9003,50.2788,68.07,91,50,6.22
349,Morondava,MG,2022-06-19 01:21:13,-20.2833,44.2833,65.57,49,0,6.31
350,Egvekinot,RU,2022-06-19 01:21:14,66.3167,-179.1667,45.54,65,100,5.79
351,Labuhan,ID,2022-06-19 01:21:14,-6.8844,112.2051,79.11,82,100,5.12
352,Grindavik,IS,2022-06-19 01:21:15,63.8424,-22.4338,49.95,93,100,14.97
353,Richards Bay,ZA,2022-06-19 01:21:15,-28.783,32.0377,61.25,61,46,11.68
354,Rorvik,NO,2022-06-19 01:21:15,64.8621,11.2373,49.75,86,89,9.15
355,Meadow Lake,US,2022-06-19 01:21:16,34.8014,-106.5436,73.69,32,33,12.39
356,Port-Cartier,CA,2022-06-19 01:21:06,50.0334,-66.8654,53.28,68,100,15.39
357,Magadan,RU,2022-06-19 01:21:17,59.5667,150.8,54.54,90,100,7.02
358,Lagoa,PT,2022-06-19 01:21:17,39.05,-27.9833,62.55,78,0,20.96
359,Luderitz,NA,2022-06-19 01:21:18,-26.6481,15.1594,56.46,86,19,9.95
360,San Luis,AR,2022-06-19 01:21:18,-33.295,-66.3356,50.11,30,92,10.22
361,Salamiyah,SY,2022-06-19 01:21:18,35.0113,37.0532,71.17,59,0,8.16
362,Kharp,RU,2022-06-19 01:21:19,66.8014,65.8081,62.91,72,99,3.49
363,Antofagasta,CL,2022-06-19 01:18:03,-23.65,-70.4,58.28,87,13,0.51
364,Pau Dos Ferros,BR,2022-06-19 01:21:20,-6.1125,-38.2063,72.23,67,10,3.89
365,Arlit,NE,2022-06-19 01:21:20,18.7369,7.3853,92.34,17,95,6.73
366,Norrtalje,SE,2022-06-19 01:21:20,59.758,18.705,54.01,87,11,5.41
367,Henties Bay,NA,2022-06-19 01:21:21,-22.116,14.2845,54.88,94,16,4.09
368,Dunedin,NZ,2022-06-19 01:18:52,-45.8742,170.5036,47.8,77,79,8.01
369,Pleshanovo,RU,2022-06-19 01:22:21,52.8333,53.4833,58.03,81,82,4.09
370,Waingapu,ID,2022-06-19 01:22:22,-9.6567,120.2641,82.0,72,90,13.8
371,Wagar,SD,2022-06-19 01:22:22,16.1525,36.2032,85.33,45,28,12.75
372,Port Hardy,CA,2022-06-19 01:22:23,50.6996,-127.4199,55.58,82,100,6.91
373,Walvis Bay,NA,2022-06-19 01:22:18,-22.9575,14.5053,57.09,88,0,8.7
374,Wanning,CN,2022-06-19 01:22:23,18.8003,110.3967,86.47,75,98,15.93
375,Ajaccio,FR,2022-06-19 01:22:24,42.0,8.9167,69.85,68,0,6.91
376,Palmer,US,2022-06-19 01:22:24,42.1584,-72.3287,52.97,95,100,9.17
377,Gizo,SB,2022-06-19 01:22:25,-8.103,156.8419,83.08,72,83,3.13
378,Obigarm,TJ,2022-06-19 01:22:25,38.7173,69.7088,57.88,83,25,7.7
379,Asyut,EG,2022-06-19 01:22:25,27.181,31.1837,78.57,35,0,15.43
380,Bartlesville,US,2022-06-19 01:22:26,36.7473,-95.9808,89.55,58,0,5.75
381,Alyangula,AU,2022-06-19 01:22:27,-13.8483,136.4192,79.0,69,5,9.84
382,Sur,OM,2022-06-19 01:22:27,22.5667,59.5289,84.29,75,6,9.01
383,Glendive,US,2022-06-19 01:22:27,47.1053,-104.7125,89.22,50,0,0.0
384,Makakilo City,US,2022-06-19 01:22:28,21.3469,-158.0858,84.52,56,20,17.27
385,Bulawayo,ZW,2022-06-19 01:22:28,-20.15,28.5833,52.93,54,0,1.32
386,Vila Velha,BR,2022-06-19 01:20:17,-20.3297,-40.2925,73.94,78,0,10.36
387,Davila,PH,2022-06-19 01:22:29,18.4726,120.5763,87.78,70,20,1.61
388,Ambatondrazaka,MG,2022-06-19 01:22:29,-17.8333,48.4167,61.47,88,97,3.85
389,Nago,JP,2022-06-19 01:22:30,26.5881,127.9761,86.45,83,95,10.27
390,Itupiranga,BR,2022-06-19 01:22:30,-5.1347,-49.3267,75.52,83,4,2.35
391,Bilma,NE,2022-06-19 01:22:31,18.6853,12.9164,88.16,11,0,10.45
392,Sagua La Grande,CU,2022-06-19 01:22:31,22.8067,-80.0756,72.59,82,12,5.93
393,Carnarvon,AU,2022-06-19 01:22:31,-24.8667,113.6333,68.14,59,73,11.03
394,Apatou,GF,2022-06-19 01:22:32,5.155,-54.3472,72.79,99,96,2.77
395,Oranjemund,NA,2022-06-19 01:22:32,-28.55,16.4333,53.53,82,98,6.53
396,Jiaozuo,CN,2022-06-19 01:22:33,35.2397,113.2331,93.81,32,100,10.54
397,Karcag,HU,2022-06-19 01:22:33,47.3167,20.9333,61.63,52,0,2.06
398,Saint-Joseph,RE,2022-06-19 01:22:34,-21.3667,55.6167,64.78,77,44,7.18
399,Aquiraz,BR,2022-06-19 01:22:34,-3.9014,-38.3911,77.09,79,24,7.76
400,Sfantu Gheorghe,RO,2022-06-19 01:22:35,45.8667,25.7833,58.26,88,4,1.61
401,Starychi,UA,2022-06-19 01:22:35,49.98,23.5585,56.62,75,0,6.91
402,Padang,ID,2022-06-19 01:22:35,-0.9492,100.3543,80.65,73,59,3.36
403,Ambanja,MG,2022-06-19 01:22:36,-13.6833,48.45,68.25,93,29,3.76
404,Ust-Kulom,RU,2022-06-19 01:22:36,61.6864,53.6902,52.43,83,73,3.27
405,Vostok,RU,2022-06-19 01:22:37,46.4856,135.8833,63.9,77,72,6.04
406,Sherrelwood,US,2022-06-19 01:22:37,39.8378,-105.0014,83.95,36,75,7.0
407,Trairi,BR,2022-06-19 01:22:37,-3.2778,-39.2689,76.53,81,100,8.01
408,Hrubieszow,PL,2022-06-19 01:22:38,50.805,23.8925,57.76,75,2,8.32
409,Olafsvik,IS,2022-06-19 01:22:38,64.8945,-23.7142,48.72,91,100,16.73
410,Pyapon,MM,2022-06-19 01:22:39,16.2833,95.6833,80.53,84,100,6.11
411,Herat,AF,2022-06-19 01:22:39,34.5,62.0,71.22,22,0,10.45
412,Koshurnikovo,RU,2022-06-19 01:22:39,54.1667,93.3,57.7,82,89,2.71
413,Road Town,VG,2022-06-19 01:18:14,18.4167,-64.6167,82.49,74,40,6.91
414,Mitu,CO,2022-06-19 01:20:12,1.1983,-70.1733,71.17,98,17,0.72
415,Biltine,TD,2022-06-19 01:22:40,14.5333,20.9167,86.2,48,100,9.91
416,Korla,CN,2022-06-19 01:22:41,41.7597,86.1469,78.01,24,100,2.51
417,Christchurch,NZ,2022-06-19 01:23:26,-43.5333,172.6333,51.33,66,100,11.5
418,Vestmanna,FO,2022-06-19 01:23:42,62.1564,-7.1664,47.32,87,100,31.07
419,Thatta,PK,2022-06-19 01:23:42,24.7475,67.9235,85.19,71,100,15.82
420,Khandyga,RU,2022-06-19 01:23:43,62.6667,135.6,71.04,50,100,4.12
421,Payo,ID,2022-06-19 01:23:43,-3.7508,103.6372,75.27,91,52,0.94
422,Venice,US,2022-06-19 01:22:38,27.0998,-82.4543,79.05,82,40,4.61
423,Adre,TD,2022-06-19 01:23:44,13.4667,22.2,81.45,50,100,7.63
424,Aransas Pass,US,2022-06-19 01:23:44,27.9095,-97.15,86.04,81,0,10.36
425,Vanimo,PG,2022-06-19 01:23:45,-2.6741,141.3028,84.76,66,35,6.55
426,Saskylakh,RU,2022-06-19 01:23:45,71.9167,114.0833,38.28,78,100,22.48
427,Anse-Bertrand,GP,2022-06-19 01:23:46,16.4721,-61.5078,80.42,100,100,17.49
428,Katol,IN,2022-06-19 01:23:46,21.2667,78.5833,79.57,78,100,1.14
429,Durant,US,2022-06-19 01:23:47,33.994,-96.3708,91.56,49,0,4.61
430,Anito,PH,2022-06-19 01:23:48,12.4497,125.2886,82.98,81,86,3.98
431,Moron,AR,2022-06-19 01:23:11,-34.6534,-58.6198,54.01,58,0,7.23
432,Touros,BR,2022-06-19 01:23:48,-5.1989,-35.4608,76.71,83,21,11.03
433,Wawa,NG,2022-06-19 01:23:49,9.9022,4.4192,72.84,91,71,4.45
434,San Vicente,AR,2022-06-19 01:23:49,-26.6167,-54.1333,38.71,89,0,2.84
435,Kalayaan,PH,2022-06-19 01:23:50,14.35,121.5667,82.18,70,7,5.59
436,Naze,JP,2022-06-19 01:23:50,28.3667,129.4833,76.12,87,100,8.19
437,Conceicao Do Araguaia,BR,2022-06-19 01:23:51,-8.2578,-49.2647,76.41,60,13,1.1
438,Zhangjiakou,CN,2022-06-19 01:23:51,40.81,114.8794,77.61,61,2,5.73
439,Fairbanks,US,2022-06-19 01:23:52,64.8378,-147.7164,76.01,44,0,10.36
440,Kandrian,PG,2022-06-19 01:23:12,-6.2167,149.55,84.06,71,25,3.4
441,Nabire,ID,2022-06-19 01:23:52,-3.3667,135.4833,82.65,74,99,1.19
442,Hay River,CA,2022-06-19 01:23:53,60.8156,-115.7999,60.76,77,75,8.05
443,Abaza,RU,2022-06-19 01:23:53,52.655,90.0928,62.87,58,95,3.44
444,Labuhan Deli,ID,2022-06-19 01:23:53,3.7278,98.6738,77.29,94,75,3.44
445,Inuvik,CA,2022-06-19 01:23:54,68.3499,-133.7218,72.36,37,75,9.22
446,San Quintin,MX,2022-06-19 01:23:54,30.4833,-115.95,66.34,64,0,20.29
447,Ayan,RU,2022-06-19 01:23:55,56.45,138.1667,46.49,88,100,3.06
448,Pacific Grove,US,2022-06-19 01:23:55,36.6177,-121.9166,71.55,72,40,16.11
449,Talnakh,RU,2022-06-19 01:23:56,69.4865,88.3972,52.59,42,95,4.34
450,Havelock,US,2022-06-19 01:23:56,34.8791,-76.9013,80.58,75,75,11.5
451,Murshidabad,IN,2022-06-19 01:23:57,24.1833,88.2667,84.04,68,82,9.01
452,Fohnsdorf,AT,2022-06-19 01:23:57,47.2183,14.6819,59.68,94,0,2.39
453,Cabatuan,PH,2022-06-19 01:23:58,10.8794,122.486,83.93,73,100,4.25
454,Kirakira,SB,2022-06-19 01:23:58,-10.4544,161.9205,82.53,75,89,4.29
455,Kijang,KR,2022-06-19 01:23:58,35.2442,129.2139,80.33,72,100,11.83
456,Lichuan,CN,2022-06-19 01:23:59,30.3,108.85,65.25,98,100,1.74
457,Merauke,ID,2022-06-19 01:23:59,-8.4667,140.3333,81.88,78,44,11.3
458,Finote Selam,ET,2022-06-19 01:24:00,10.7,37.2667,58.93,94,90,3.04
459,Kumano,JP,2022-06-19 01:24:00,34.3442,132.5894,81.93,80,50,2.71
460,Half Moon Bay,US,2022-06-19 01:24:01,37.4636,-122.4286,69.55,67,0,34.52
461,Ramsar,IR,2022-06-19 01:24:01,36.9226,50.6426,72.84,78,75,0.0
462,Tocopilla,CL,2022-06-19 01:25:02,-22.092,-70.1979,58.14,73,0,0.45
463,Ca Mau,VN,2022-06-19 01:25:02,9.1769,105.15,84.25,73,100,5.06
464,Novopokrovka,UA,2022-06-19 01:25:03,49.8425,36.5477,56.52,90,3,1.79
465,Marang,MY,2022-06-19 01:25:03,5.2056,103.2059,80.51,75,15,3.94
466,Camaqua,BR,2022-06-19 01:25:04,-30.8511,-51.8122,41.16,83,0,4.27
467,Nagornskiy,RU,2022-06-19 01:25:04,58.7731,57.5451,52.79,83,15,1.7
468,Goderich,CA,2022-06-19 01:25:05,43.7501,-81.7165,56.91,71,0,5.75
469,Narsaq,GL,2022-06-19 01:25:05,60.9167,-46.05,50.22,95,100,2.39
470,Westport,US,2022-06-19 01:21:24,41.1415,-73.3579,61.09,83,100,12.66
471,Harlingen,US,2022-06-19 01:22:19,26.1906,-97.6961,86.05,81,0,11.5
472,Kaabong,UG,2022-06-19 01:25:06,3.4836,34.1492,63.88,72,99,1.83
473,Moose Factory,CA,2022-06-19 01:25:06,51.2585,-80.6094,48.2,61,0,5.75
474,Garowe,SO,2022-06-19 01:25:07,8.4054,48.4845,76.05,49,71,25.19
475,Geraldton,AU,2022-06-19 01:25:07,-28.7667,114.6,64.81,88,75,12.66
476,Swan Hill,AU,2022-06-19 01:25:08,-35.3378,143.5544,52.25,72,100,8.86
477,Bria,CF,2022-06-19 01:25:08,6.5423,21.9863,65.71,97,100,3.2
478,Sinegorye,RU,2022-06-19 01:25:09,62.0788,150.477,54.9,74,65,4.16
479,Gay,RU,2022-06-19 01:25:09,51.4666,58.4552,59.52,87,12,11.99
480,Grafelfing,DE,2022-06-19 01:25:10,48.1188,11.4294,67.17,68,88,5.95
481,Cabedelo,BR,2022-06-19 01:23:39,-6.9811,-34.8339,75.87,82,4,9.95
482,General Pico,AR,2022-06-19 01:25:10,-35.6566,-63.7568,49.17,37,100,7.47
483,Maniitsoq,GL,2022-06-19 01:25:11,65.4167,-52.9,39.49,94,100,6.49
484,Saint-Georges,GD,2022-06-19 01:25:11,12.0564,-61.7485,80.28,78,20,9.22
485,Riviere-Au-Renard,CA,2022-06-19 01:25:12,48.9957,-64.3971,53.89,94,100,20.65
486,Cayenne,GF,2022-06-19 01:25:12,4.9333,-52.3333,82.09,1,41,3.44
487,La Rioja,ES,2022-06-19 01:25:04,42.25,-2.5,71.38,38,2,7.09
488,Sept-Iles,CA,2022-06-19 01:25:13,50.2001,-66.3821,53.6,64,100,19.57
489,Krasnaya Gora,RU,2022-06-19 01:25:13,52.9995,31.6023,58.08,79,100,6.89
490,Lokosovo,RU,2022-06-19 01:25:14,61.1333,74.8167,61.7,59,44,4.63
491,Dana Point,US,2022-06-19 01:25:15,33.467,-117.6981,77.67,65,0,5.01
492,Berja,ES,2022-06-19 01:25:15,36.8469,-2.9497,75.69,55,0,6.31
493,Partizanskoye,RU,2022-06-19 01:25:15,55.5006,94.39,61.68,77,71,7.36
494,Abha,SA,2022-06-19 01:25:16,18.2164,42.5053,67.82,52,0,0.0
495,Zhigansk,RU,2022-06-19 01:25:17,66.7697,123.3711,61.68,77,100,9.73
496,Murgab,TM,2022-06-19 01:25:17,37.4966,61.9714,78.67,44,0,0.0
497,Polillo,PH,2022-06-19 01:25:18,14.7122,121.9392,85.41,74,6,4.52
498,Myitkyina,MM,2022-06-19 01:25:18,25.3833,97.4,74.12,97,100,0.6
499,Batetskiy,RU,2022-06-19 01:25:19,58.6461,30.3027,53.69,97,100,8.79
500,Saint-Prosper,CA,2022-06-19 01:25:19,46.2117,-70.4811,48.49,97,100,2.66
501,Zunheboto,IN,2022-06-19 01:25:20,25.9667,94.5167,65.52,97,100,2.04
502,Hovd,MN,2022-06-19 01:25:20,48.0056,91.6419,65.07,29,9,1.07
503,Mercedes,AR,2022-06-19 01:25:20,-34.6515,-59.4307,49.64,51,5,8.95
504,Handan,CN,2022-06-19 01:25:21,36.6006,114.4678,91.2,38,0,11.56
505,Knysna,ZA,2022-06-19 01:25:21,-34.0363,23.0471,52.41,87,6,6.49
506,Sangar,RU,2022-06-19 01:25:22,63.9242,127.4739,67.32,56,100,4.05
507,Liverpool,GB,2022-06-19 01:25:22,53.4106,-2.9779,54.09,76,55,5.99
508,Alappuzha,IN,2022-06-19 01:25:23,9.49,76.3264,78.58,82,93,3.15
509,Dingle,PH,2022-06-19 01:26:23,10.9995,122.6711,84.92,71,100,3.44
510,Jiuquan,CN,2022-06-19 01:26:24,39.7432,98.5174,69.62,41,100,1.79
511,Jati,PK,2022-06-19 01:26:24,24.3539,68.2671,85.53,69,98,15.21
512,Cockburn Town,TC,2022-06-19 01:26:25,21.4612,-71.1419,81.73,77,100,12.03
513,Verkhnevilyuysk,RU,2022-06-19 01:26:25,63.4453,120.3167,74.39,40,100,8.81
514,Mitsamiouli,KM,2022-06-19 01:26:26,-11.3847,43.2844,76.44,69,0,12.59
515,Hauterive,FR,2022-06-19 01:26:26,46.0901,3.4459,77.76,44,100,7.47
516,Sardarshahr,IN,2022-06-19 01:26:27,28.4333,74.4833,83.3,59,34,12.03
517,Pierre,US,2022-06-19 01:26:28,44.3683,-100.351,92.86,38,0,19.57
518,Sibolga,ID,2022-06-19 01:26:28,1.7427,98.7792,75.76,86,100,2.33
519,Pingzhuang,CN,2022-06-19 01:26:28,42.0372,119.2889,78.76,61,31,6.06
520,Lagos,NG,2022-06-19 01:26:07,6.5833,3.75,73.72,95,100,2.55
521,Najran,SA,2022-06-19 01:26:29,17.4924,44.1277,79.45,14,8,5.39
522,Maraa,BR,2022-06-19 01:26:30,-1.8333,-65.3667,73.56,89,45,1.9
523,Trinidad,BO,2022-06-19 01:26:30,-14.8333,-64.9,65.91,68,43,4.34
524,Mezen,RU,2022-06-19 01:26:30,65.8522,44.24,45.36,82,74,6.08
525,Pogaceaua,RO,2022-06-19 01:26:31,46.6833,24.3,53.35,80,6,1.61
526,Rassvet,RU,2022-06-19 01:26:31,46.8333,40.75,59.41,76,1,4.85
527,Skoghall,SE,2022-06-19 01:26:32,59.3232,13.4655,52.36,50,100,8.05
528,Tungor,RU,2022-06-19 01:26:32,53.3808,142.9564,49.39,82,100,13.58
529,Punta Alta,AR,2022-06-19 01:26:33,-38.8759,-62.0736,46.22,52,100,12.08
530,Salalah,OM,2022-06-19 01:26:33,17.0151,54.0924,86.09,89,75,5.75
531,Ponta Delgada,PT,2022-06-19 01:26:34,37.7333,-25.6667,63.5,67,20,20.71
532,San Pedro,PH,2022-06-19 01:26:34,14.35,121.0167,88.83,69,20,3.44
533,Kavieng,PG,2022-06-19 01:26:35,-2.5744,150.7967,83.91,69,34,9.91
534,Fare,PF,2022-06-19 01:26:35,-16.7,-151.0167,79.61,76,6,17.49
535,Luancheng,CN,2022-06-19 01:26:36,37.8792,114.6517,80.76,44,0,6.53
536,Makhinjauri,GE,2022-06-19 01:26:36,41.6739,41.694,67.86,83,75,8.05
537,Morgan City,US,2022-06-19 01:26:37,29.6994,-91.2068,91.0,64,0,4.85
538,Saint-Leu,RE,2022-06-19 01:26:37,-21.15,55.2833,67.32,74,17,13.06
539,Cardoso,BR,2022-06-19 01:26:38,-20.0819,-49.9142,65.34,81,79,3.27
540,Oskemen,KZ,2022-06-19 01:26:38,49.9565,82.6119,64.36,72,40,4.47
541,Loandjili,CG,2022-06-19 01:26:38,-4.7561,11.8578,66.31,94,20,3.44
542,Teya,RU,2022-06-19 01:26:39,60.3778,92.6267,63.81,78,25,0.78
543,Tambopata,PE,2022-06-19 01:26:40,-12.7333,-69.1833,68.32,86,0,3.27
544,Ballina,AU,2022-06-19 01:26:40,-28.8667,153.5667,65.01,82,83,10.89
545,Altus,US,2022-06-19 01:26:41,34.6381,-99.334,90.16,45,0,19.57
546,Broken Hill,AU,2022-06-19 01:26:17,-31.95,141.4333,54.77,55,100,10.76
547,Port Keats,AU,2022-06-19 01:26:42,-14.25,129.55,81.3,28,5,8.75
548,Homer,US,2022-06-19 01:26:42,59.6425,-151.5483,54.03,75,100,10.36
549,Port Macquarie,AU,2022-06-19 01:22:30,-31.4333,152.9167,66.88,71,64,11.63
550,Petatlan,MX,2022-06-19 01:26:43,17.5167,-101.2667,84.0,76,100,4.38
551,Alihe,CN,2022-06-19 01:26:43,50.5667,123.7167,77.67,30,85,3.51
552,Nara,JP,2022-06-19 01:23:43,34.6851,135.8049,81.97,55,100,6.29
553,Port Hedland,AU,2022-06-19 01:26:44,-20.3167,118.5667,77.05,41,100,8.05
554,Shahrud,IR,2022-06-19 01:26:44,36.4182,54.9763,66.29,63,0,7.9
555,Erzin,TR,2022-06-19 01:27:45,36.9559,36.2,72.01,75,0,0.96
556,Ivolginsk,RU,2022-06-19 01:27:45,51.7492,107.2837,64.06,59,20,6.71
557,Sainte-Marie,RE,2022-06-19 01:27:46,-20.8968,55.5496,68.41,84,20,5.75
558,Kastamonu,TR,2022-06-19 01:27:46,41.5,33.6667,52.75,93,100,0.47
559,Katobu,ID,2022-06-19 01:27:47,-4.9408,122.5276,78.51,88,99,6.64
560,Skodje,NO,2022-06-19 01:27:47,62.5021,6.7034,54.21,71,100,4.34
561,Tianpeng,CN,2022-06-19 01:27:48,30.9866,103.9393,81.72,70,99,2.86
562,Barahan,PH,2022-06-19 01:27:49,13.0121,120.762,84.49,65,1,2.77
563,Sayyan,YE,2022-06-19 01:27:49,15.1718,44.3244,64.0,28,100,3.44
